Rank,City_country,Attribute,Value
60,"Dallas, TX, United States",Cigarettes 20 Pack,22.45
60,"Dallas, TX, United States",Public Transport,137.9
60,"Dallas, TX, United States",Petrol 50L ,96
60,"Dallas, TX, United States",Utility bills ,149.77
60,"Dallas, TX, United States",Internet 60mbps ,54.87
60,"Dallas, TX, United States",Gym monthly ,47.4
60,"Dallas, TX, United States",Cinema (1 ticket),13.47
60,"Dallas, TX, United States",Levi 501 Jeans,72.78
60,"Dallas, TX, United States",Nike runners,99.1
61,"Buffalo, NY, United States",Food,116.8
61,"Buffalo, NY, United States",Cigarettes 20 Pack,10.28
61,"Buffalo, NY, United States",Public Transport,62.54
61,"Buffalo, NY, United States",Petrol 50L ,101.5
61,"Buffalo, NY, United States",Utility bills ,154.97
61,"Buffalo, NY, United States",Internet 60mbps ,27.66
61,"Buffalo, NY, United States",Gym monthly ,71.34
61,"Buffalo, NY, United States",Cinema (1 ticket),11.74
61,"Buffalo, NY, United States",Levi 501 Jeans,82.54
61,"Buffalo, NY, United States",Nike runners,117.07
62,"Dublin, Ireland",Food,118.93
62,"Dublin, Ireland",Cigarettes 20 Pack,10.54
62,"Dublin, Ireland",Public Transport,42.26
62,"Dublin, Ireland",Petrol 50L ,104
62,"Dublin, Ireland",Utility bills ,161.68
62,"Dublin, Ireland",Internet 60mbps ,36.88
62,"Dublin, Ireland",Gym monthly ,31.09
62,"Dublin, Ireland",Cinema (1 ticket),11.06
62,"Dublin, Ireland",Levi 501 Jeans,96.59
62,"Dublin, Ireland",Nike runners,99.05
63,"Nice, France",Food,109.19
63,"Nice, France",Cigarettes 20 Pack,8.64
63,"Nice, France",Public Transport,94.84
63,"Nice, France",Petrol 50L ,111.5
63,"Nice, France",Utility bills ,257.57
63,"Nice, France",Internet 60mbps ,45.04
63,"Nice, France",Gym monthly ,41.74
63,"Nice, France",Cinema (1 ticket),13.12
63,"Nice, France",Levi 501 Jeans,99.91
63,"Nice, France",Nike runners,76.69
64,"Aalborg, Denmark",Food,112.92
64,"Aalborg, Denmark",Cigarettes 20 Pack,10.75
64,"Aalborg, Denmark",Public Transport,56.9
64,"Aalborg, Denmark",Petrol 50L ,105
64,"Aalborg, Denmark",Utility bills ,191.01
64,"Aalborg, Denmark",Internet 60mbps ,32.9
64,"Aalborg, Denmark",Gym monthly ,33.02
64,"Aalborg, Denmark",Cinema (1 ticket),11.06
64,"Aalborg, Denmark",Levi 501 Jeans,97.7
64,"Aalborg, Denmark",Nike runners,76.4
65,"Indianapolis, IN, United States",Food,124.1
65,"Indianapolis, IN, United States",Cigarettes 20 Pack,11
65,"Indianapolis, IN, United States",Public Transport,90
65,"Indianapolis, IN, United States",Petrol 50L ,80.5
65,"Indianapolis, IN, United States",Utility bills ,200.44
65,"Indianapolis, IN, United States",Internet 60mbps ,74.12
65,"Indianapolis, IN, United States",Gym monthly ,69.5
65,"Indianapolis, IN, United States",Cinema (1 ticket),15
65,"Indianapolis, IN, United States",Levi 501 Jeans,44.5
65,"Indianapolis, IN, United States",Nike runners,78.15
66,Data Unavailable for this city,No data for this city,0
67,"Haarlem, Netherlands",Food,123.46
67,"Haarlem, Netherlands",Cigarettes 20 Pack,8.99
67,"Haarlem, Netherlands",Public Transport,97.5
67,"Haarlem, Netherlands",Petrol 50L ,62
67,"Haarlem, Netherlands",Utility bills ,199.46
67,"Haarlem, Netherlands",Internet 60mbps ,68.05
67,"Haarlem, Netherlands",Gym monthly ,42.38
67,"Haarlem, Netherlands",Cinema (1 ticket),11.25
67,"Haarlem, Netherlands",Levi 501 Jeans,47.39
67,"Haarlem, Netherlands",Nike runners,84.54
68,"Tampa, FL, United States",Food,131.2
68,"Tampa, FL, United States",Cigarettes 20 Pack,11.12
68,"Tampa, FL, United States",Public Transport,44.4
68,"Tampa, FL, United States",Petrol 50L ,104.5
68,"Tampa, FL, United States",Utility bills ,193.98
68,"Tampa, FL, United States",Internet 60mbps ,33.72
68,"Tampa, FL, United States",Gym monthly ,32.8
68,"Tampa, FL, United States",Cinema (1 ticket),14.75
68,"Tampa, FL, United States",Levi 501 Jeans,71
68,"Tampa, FL, United States",Nike runners,90.32
69,"Paris, France",Food,128.46
69,"Paris, France",Cigarettes 20 Pack,8
69,"Paris, France",Public Transport,111
69,"Paris, France",Petrol 50L ,56
69,"Paris, France",Utility bills ,156.11
69,"Paris, France",Internet 60mbps ,62.69
69,"Paris, France",Gym monthly ,48.32
69,"Paris, France",Cinema (1 ticket),15
69,"Paris, France",Levi 501 Jeans,47.71
69,"Paris, France",Nike runners,79.44
70,"Omaha, NE, United States",Food,102.46
70,"Omaha, NE, United States",Cigarettes 20 Pack,7.9
70,"Omaha, NE, United States",Public Transport,52.69
70,"Omaha, NE, United States",Petrol 50L ,99
70,"Omaha, NE, United States",Utility bills ,207.8
70,"Omaha, NE, United States",Internet 60mbps ,51.82
70,"Omaha, NE, United States",Gym monthly ,32.5
70,"Omaha, NE, United States",Cinema (1 ticket),12.64
70,"Omaha, NE, United States",Levi 501 Jeans,83.82
70,"Omaha, NE, United States",Nike runners,91.68
71,"Petah Tikva, Israel",Food,105.23
71,"Petah Tikva, Israel",Cigarettes 20 Pack,5.95
71,"Petah Tikva, Israel",Public Transport,57.01
71,"Petah Tikva, Israel",Petrol 50L ,94.5
71,"Petah Tikva, Israel",Utility bills ,249.88
71,"Petah Tikva, Israel",Internet 60mbps ,35.37
71,"Petah Tikva, Israel",Gym monthly ,32.17
71,"Petah Tikva, Israel",Cinema (1 ticket),15.54
71,"Petah Tikva, Israel",Levi 501 Jeans,95.36
71,"Petah Tikva, Israel",Nike runners,99.52
72,Data Unavailable for this city,No data for this city,0
73,"Birmingham, AL, United States",Food,135.15
73,"Birmingham, AL, United States",Cigarettes 20 Pack,10
73,"Birmingham, AL, United States",Public Transport,100
73,"Birmingham, AL, United States",Petrol 50L ,78.5
73,"Birmingham, AL, United States",Utility bills ,261.38
73,"Birmingham, AL, United States",Internet 60mbps ,72.44
73,"Birmingham, AL, United States",Gym monthly ,58.75
73,"Birmingham, AL, United States",Cinema (1 ticket),12
73,"Birmingham, AL, United States",Levi 501 Jeans,39.55
73,"Birmingham, AL, United States",Nike runners,76.75
74,"Victoria, Canada",Food,97.37
74,"Victoria, Canada",Cigarettes 20 Pack,10.54
74,"Victoria, Canada",Public Transport,55.85
74,"Victoria, Canada",Petrol 50L ,103.5
74,"Victoria, Canada",Utility bills ,187.26
74,"Victoria, Canada",Internet 60mbps ,36.75
74,"Victoria, Canada",Gym monthly ,34.24
74,"Victoria, Canada",Cinema (1 ticket),11.43
74,"Victoria, Canada",Levi 501 Jeans,104.5
74,"Victoria, Canada",Nike runners,94.84
75,"Fort Worth, TX, United States",Food,102.93
75,"Fort Worth, TX, United States",Cigarettes 20 Pack,6.11
75,"Fort Worth, TX, United States",Public Transport,48.47
75,"Fort Worth, TX, United States",Petrol 50L ,109.5
75,"Fort Worth, TX, United States",Utility bills ,151.61
75,"Fort Worth, TX, United States",Internet 60mbps ,31.07
75,"Fort Worth, TX, United States",Gym monthly ,54.33
75,"Fort Worth, TX, United States",Cinema (1 ticket),9.22
75,"Fort Worth, TX, United States",Levi 501 Jeans,80.74
75,"Fort Worth, TX, United States",Nike runners,92.2
76,"Minneapolis, MN, United States",Food,97.11
76,"Minneapolis, MN, United States",Cigarettes 20 Pack,8.43
76,"Minneapolis, MN, United States",Public Transport,51.63
76,"Minneapolis, MN, United States",Petrol 50L ,97.5
76,"Minneapolis, MN, United States",Utility bills ,198.46
76,"Minneapolis, MN, United States",Internet 60mbps ,45.01
76,"Minneapolis, MN, United States",Gym monthly ,25.16
76,"Minneapolis, MN, United States",Cinema (1 ticket),12.64
76,"Minneapolis, MN, United States",Levi 501 Jeans,99.58
76,"Minneapolis, MN, United States",Nike runners,84.3
77,"Haifa, Israel",Food,97.72
77,"Haifa, Israel",Cigarettes 20 Pack,27.18
77,"Haifa, Israel",Public Transport,91.55
77,"Haifa, Israel",Petrol 50L ,66
77,"Haifa, Israel",Utility bills ,142.85
77,"Haifa, Israel",Internet 60mbps ,53.26
77,"Haifa, Israel",Gym monthly ,43.53
77,"Haifa, Israel",Cinema (1 ticket),13.59
77,"Haifa, Israel",Levi 501 Jeans,65.71
77,"Haifa, Israel",Nike runners,99.14
78,"Nanaimo, BC, Canada",Food,96.82
78,"Nanaimo, BC, Canada",Cigarettes 20 Pack,8.06
78,"Nanaimo, BC, Canada",Public Transport,51.63
78,"Nanaimo, BC, Canada",Petrol 50L ,100.5
78,"Nanaimo, BC, Canada",Utility bills ,208.83
78,"Nanaimo, BC, Canada",Internet 60mbps ,52.69
78,"Nanaimo, BC, Canada",Gym monthly ,44.78
78,"Nanaimo, BC, Canada",Cinema (1 ticket),12.64
78,"Nanaimo, BC, Canada",Levi 501 Jeans,97.18
78,"Nanaimo, BC, Canada",Nike runners,87.23
79,"Luxembourg, Luxembourg",Food,123.92
79,"Luxembourg, Luxembourg",Cigarettes 20 Pack,10.04
79,"Luxembourg, Luxembourg",Public Transport,100
79,"Luxembourg, Luxembourg",Petrol 50L ,70
79,"Luxembourg, Luxembourg",Utility bills ,206.66
79,"Luxembourg, Luxembourg",Internet 60mbps ,72.97
79,"Luxembourg, Luxembourg",Gym monthly ,62.4
79,"Luxembourg, Luxembourg",Cinema (1 ticket),12.5
79,"Luxembourg, Luxembourg",Levi 501 Jeans,67.04
79,"Luxembourg, Luxembourg",Nike runners,103.13
80,Data Unavailable for this city,No data for this city,0
81,"Lyon, France",Food,115.13
81,"Lyon, France",Cigarettes 20 Pack,7.96
81,"Lyon, France",Public Transport,64.18
81,"Lyon, France",Petrol 50L ,138.5
81,"Lyon, France",Utility bills ,199.78
81,"Lyon, France",Internet 60mbps ,22.84
81,"Lyon, France",Gym monthly ,72.41
81,"Lyon, France",Cinema (1 ticket),12.84
81,"Lyon, France",Levi 501 Jeans,83
81,"Lyon, France",Nike runners,87.68
82,"London, United Kingdom",Food,100.56
82,"London, United Kingdom",Cigarettes 20 Pack,6.01
82,"London, United Kingdom",Public Transport,52.69
82,"London, United Kingdom",Petrol 50L ,93
82,"London, United Kingdom",Utility bills ,257.48
82,"London, United Kingdom",Internet 60mbps ,37.92
82,"London, United Kingdom",Gym monthly ,37.76
82,"London, United Kingdom",Cinema (1 ticket),13.7
82,"London, United Kingdom",Levi 501 Jeans,109.74
82,"London, United Kingdom",Nike runners,98.35
83,"Phoenix, AZ, United States",Food,97.88
83,"Phoenix, AZ, United States",Cigarettes 20 Pack,7.64
83,"Phoenix, AZ, United States",Public Transport,38.64
83,"Phoenix, AZ, United States",Petrol 50L ,97.5
83,"Phoenix, AZ, United States",Utility bills ,203.23
83,"Phoenix, AZ, United States",Internet 60mbps ,44.03
83,"Phoenix, AZ, United States",Gym monthly ,29.58
83,"Phoenix, AZ, United States",Cinema (1 ticket),12.64
83,"Phoenix, AZ, United States",Levi 501 Jeans,83.55
83,"Phoenix, AZ, United States",Nike runners,79.03
84,"Detroit, MI, United States",Food,105.35
84,"Detroit, MI, United States",Cigarettes 20 Pack,8.43
84,"Detroit, MI, United States",Public Transport,52.69
84,"Detroit, MI, United States",Petrol 50L ,112.5
84,"Detroit, MI, United States",Utility bills ,197.61
84,"Detroit, MI, United States",Internet 60mbps ,54.79
84,"Detroit, MI, United States",Gym monthly ,42.15
84,"Detroit, MI, United States",Cinema (1 ticket),12.12
84,"Detroit, MI, United States",Levi 501 Jeans,88.78
84,"Detroit, MI, United States",Nike runners,103.27
85,"Chattanooga, TN, United States",Food,94.52
85,"Chattanooga, TN, United States",Cigarettes 20 Pack,4.28
85,"Chattanooga, TN, United States",Public Transport,88.81
85,"Chattanooga, TN, United States",Petrol 50L ,62
85,"Chattanooga, TN, United States",Utility bills ,128.77
85,"Chattanooga, TN, United States",Internet 60mbps ,32.15
85,"Chattanooga, TN, United States",Gym monthly ,65.2
85,"Chattanooga, TN, United States",Cinema (1 ticket),13.84
85,"Chattanooga, TN, United States",Levi 501 Jeans,45.81
85,"Chattanooga, TN, United States",Nike runners,66.79
86,"Atlanta, GA, United States",Food,100.93
86,"Atlanta, GA, United States",Cigarettes 20 Pack,27.18
86,"Atlanta, GA, United States",Public Transport,108.05
86,"Atlanta, GA, United States",Petrol 50L ,71
86,"Atlanta, GA, United States",Utility bills ,148.65
86,"Atlanta, GA, United States",Internet 60mbps ,51.57
86,"Atlanta, GA, United States",Gym monthly ,46.14
86,"Atlanta, GA, United States",Cinema (1 ticket),14.95
86,"Atlanta, GA, United States",Levi 501 Jeans,73.63
86,"Atlanta, GA, United States",Nike runners,100.5
87,"Tokyo, Japan",Food,83.69
87,"Tokyo, Japan",Cigarettes 20 Pack,14.76
87,"Tokyo, Japan",Public Transport,92.17
87,"Tokyo, Japan",Petrol 50L ,94.5
87,"Tokyo, Japan",Utility bills ,297.13
87,"Tokyo, Japan",Internet 60mbps ,41.62
87,"Tokyo, Japan",Gym monthly ,44.28
87,"Tokyo, Japan",Cinema (1 ticket),16.61
87,"Tokyo, Japan",Levi 501 Jeans,83.03
87,"Tokyo, Japan",Nike runners,89.18
88,"Milan, Italy",Food,120.35
88,"Milan, Italy",Cigarettes 20 Pack,10.18
88,"Milan, Italy",Public Transport,100
88,"Milan, Italy",Petrol 50L ,66
88,"Milan, Italy",Utility bills ,101.21
88,"Milan, Italy",Internet 60mbps ,68.3
88,"Milan, Italy",Gym monthly ,60.67
88,"Milan, Italy",Cinema (1 ticket),14
88,"Milan, Italy",Levi 501 Jeans,44.83
88,"Milan, Italy",Nike runners,80
89,"Jerusalem, Israel",Food,94.82
89,"Jerusalem, Israel",Cigarettes 20 Pack,12.97
89,"Jerusalem, Israel",Public Transport,61.52
89,"Jerusalem, Israel",Petrol 50L ,67.5
89,"Jerusalem, Israel",Utility bills ,210.42
89,"Jerusalem, Israel",Internet 60mbps ,54.66
89,"Jerusalem, Israel",Gym monthly ,38.31
89,"Jerusalem, Israel",Cinema (1 ticket),11.86
89,"Jerusalem, Israel",Levi 501 Jeans,48.17
89,"Jerusalem, Israel",Nike runners,83.17
90,"Austin, TX, United States",Food,123.86
90,"Austin, TX, United States",Cigarettes 20 Pack,10
90,"Austin, TX, United States",Public Transport,57.5
90,"Austin, TX, United States",Petrol 50L ,67
90,"Austin, TX, United States",Utility bills ,192.59
90,"Austin, TX, United States",Internet 60mbps ,63.12
90,"Austin, TX, United States",Gym monthly ,69.29
90,"Austin, TX, United States",Cinema (1 ticket),12.5
90,"Austin, TX, United States",Levi 501 Jeans,54.62
90,"Austin, TX, United States",Nike runners,79.29
91,Data Unavailable for this city,No data for this city,0
92,"Columbus, OH, United States",Food,103.4
92,"Columbus, OH, United States",Cigarettes 20 Pack,8.64
92,"Columbus, OH, United States",Public Transport,84.3
92,"Columbus, OH, United States",Petrol 50L ,111.5
92,"Columbus, OH, United States",Utility bills ,225.33
92,"Columbus, OH, United States",Internet 60mbps ,42.86
92,"Columbus, OH, United States",Gym monthly ,30.26
92,"Columbus, OH, United States",Cinema (1 ticket),12.91
92,"Columbus, OH, United States",Levi 501 Jeans,67.62
92,"Columbus, OH, United States",Nike runners,92.3
93,"Toronto, Canada",Food,104.81
93,"Toronto, Canada",Cigarettes 20 Pack,10.54
93,"Toronto, Canada",Public Transport,31.61
93,"Toronto, Canada",Petrol 50L ,104.5
93,"Toronto, Canada",Utility bills ,144.86
93,"Toronto, Canada",Internet 60mbps ,36.88
93,"Toronto, Canada",Gym monthly ,30.56
93,"Toronto, Canada",Cinema (1 ticket),12.64
93,"Toronto, Canada",Levi 501 Jeans,73.76
93,"Toronto, Canada",Nike runners,85.35
94,Data Unavailable for this city,No data for this city,0
95,"Nijmegen, Netherlands",Food,113.41
95,"Nijmegen, Netherlands",Cigarettes 20 Pack,6.32
95,"Nijmegen, Netherlands",Public Transport,41.1
95,"Nijmegen, Netherlands",Petrol 50L ,103.5
95,"Nijmegen, Netherlands",Utility bills ,216.3
95,"Nijmegen, Netherlands",Internet 60mbps ,29.7
95,"Nijmegen, Netherlands",Gym monthly ,79.05
95,"Nijmegen, Netherlands",Cinema (1 ticket),10.54
95,"Nijmegen, Netherlands",Levi 501 Jeans,96.07
95,"Nijmegen, Netherlands",Nike runners,102.81
96,"Spokane, WA, United States",Food,106.2
96,"Spokane, WA, United States",Cigarettes 20 Pack,8.43
96,"Spokane, WA, United States",Public Transport,52.69
96,"Spokane, WA, United States",Petrol 50L ,113
96,"Spokane, WA, United States",Utility bills ,327.95
96,"Spokane, WA, United States",Internet 60mbps ,44.78
96,"Spokane, WA, United States",Gym monthly ,32.93
96,"Spokane, WA, United States",Cinema (1 ticket),10.54
96,"Spokane, WA, United States",Levi 501 Jeans,75.52
96,"Spokane, WA, United States",Nike runners,107.13
97,"Las Vegas, NV, United States",Food,117.98
97,"Las Vegas, NV, United States",Cigarettes 20 Pack,9.99
97,"Las Vegas, NV, United States",Public Transport,74
97,"Las Vegas, NV, United States",Petrol 50L ,53
97,"Las Vegas, NV, United States",Utility bills ,148.18
97,"Las Vegas, NV, United States",Internet 60mbps ,78.91
97,"Las Vegas, NV, United States",Gym monthly ,72
97,"Las Vegas, NV, United States",Cinema (1 ticket),12
97,"Las Vegas, NV, United States",Levi 501 Jeans,41.87
97,"Las Vegas, NV, United States",Nike runners,66.25
98,"Reno, NV, United States",Food,107.18
98,"Reno, NV, United States",Cigarettes 20 Pack,8.11
98,"Reno, NV, United States",Public Transport,62.28
98,"Reno, NV, United States",Petrol 50L ,111
98,"Reno, NV, United States",Utility bills ,302.81
98,"Reno, NV, United States",Internet 60mbps ,37.72
98,"Reno, NV, United States",Gym monthly ,40.64
98,"Reno, NV, United States",Cinema (1 ticket),12.64
98,"Reno, NV, United States",Levi 501 Jeans,91.81
98,"Reno, NV, United States",Nike runners,94.33
99,"San Juan, Puerto Rico",Food,109.57
99,"San Juan, Puerto Rico",Cigarettes 20 Pack,10.54
99,"San Juan, Puerto Rico",Public Transport,65.33
99,"San Juan, Puerto Rico",Petrol 50L ,121
99,"San Juan, Puerto Rico",Utility bills ,110.73
99,"San Juan, Puerto Rico",Internet 60mbps ,16.17
99,"San Juan, Puerto Rico",Gym monthly ,53.21
99,"San Juan, Puerto Rico",Cinema (1 ticket),15.81
99,"San Juan, Puerto Rico",Levi 501 Jeans,93.62
99,"San Juan, Puerto Rico",Nike runners,96.51
100,"Colorado Springs, CO, United States",Food,120.15
100,"Colorado Springs, CO, United States",Cigarettes 20 Pack,7.5
100,"Colorado Springs, CO, United States",Public Transport,45
100,"Colorado Springs, CO, United States",Petrol 50L ,52
100,"Colorado Springs, CO, United States",Utility bills ,195.88
100,"Colorado Springs, CO, United States",Internet 60mbps ,72.93
100,"Colorado Springs, CO, United States",Gym monthly ,61.29
100,"Colorado Springs, CO, United States",Cinema (1 ticket),14.25
100,"Colorado Springs, CO, United States",Levi 501 Jeans,56.78
100,"Colorado Springs, CO, United States",Nike runners,94.67
101,"Fresno, CA, United States",Food,87.79
101,"Fresno, CA, United States",Cigarettes 20 Pack,15.81
101,"Fresno, CA, United States",Public Transport,63.22
101,"Fresno, CA, United States",Petrol 50L ,98.5
101,"Fresno, CA, United States",Utility bills ,183.99
101,"Fresno, CA, United States",Internet 60mbps ,50.58
101,"Fresno, CA, United States",Gym monthly ,45.95
101,"Fresno, CA, United States",Cinema (1 ticket),12.64
101,"Fresno, CA, United States",Levi 501 Jeans,72.26
101,"Fresno, CA, United States",Nike runners,79.03
102,"Madison, WI, United States",Food,81.48
102,"Madison, WI, United States",Cigarettes 20 Pack,15.81
102,"Madison, WI, United States",Public Transport,85.35
102,"Madison, WI, United States",Petrol 50L ,99
102,"Madison, WI, United States",Utility bills ,177.01
102,"Madison, WI, United States",Internet 60mbps ,52.61
102,"Madison, WI, United States",Gym monthly ,46.64
102,"Madison, WI, United States",Cinema (1 ticket),11.59
102,"Madison, WI, United States",Levi 501 Jeans,77.11
102,"Madison, WI, United States",Nike runners,84.71
103,"Vancouver, Canada",Food,90.42
103,"Vancouver, Canada",Cigarettes 20 Pack,6.32
103,"Vancouver, Canada",Public Transport,38.99
103,"Vancouver, Canada",Petrol 50L ,103.5
103,"Vancouver, Canada",Utility bills ,273.67
103,"Vancouver, Canada",Internet 60mbps ,31.15
103,"Vancouver, Canada",Gym monthly ,49.68
103,"Vancouver, Canada",Cinema (1 ticket),9.48
103,"Vancouver, Canada",Levi 501 Jeans,85.8
103,"Vancouver, Canada",Nike runners,79.03
104,"Orlando, FL, United States",Food,120.7
104,"Orlando, FL, United States",Cigarettes 20 Pack,10.28
104,"Orlando, FL, United States",Public Transport,63.56
